title|releaseyear|duration|rating|genres|language|directors|maincast|plotsummary|imageurl|reviewsone|reviewstwo|reviewsthree|userRating
Casino|1995|179|4.19 out of 5|Crime, Drama, History|English|Martin Scorsese|Robert De Niro, Sharon Stone, Joe Pesci, James Woods, Don Rickles|"In early-1970s Las Vegas, low-level mobster Sam "Ace" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, hes a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger."|https://a.ltrbxd.com/resized/sm/upload/4x/k7/eg/7o/casino-1200-1200-675-675-crop-000000.jpg?v=7ca7bf9f3a|All things considered, these guys were kind of okay dads.|im not close with my grandparents because joe pesci set an unrealistic expectation for old people|joe pesci is a funny guy
Heat|1995|170|4.27 out of 5|Crime, Action, Drama|English|Michael Mann|Robert De Niro, Al Pacino, Val Kilmer, Jon Voight, Tom Sizemore|Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.|https://a.ltrbxd.com/resized/sm/upload/el/67/4q/wu/heat-1200-1200-675-675-crop-000000.jpg?v=008253481d|Its cool when a bunch of geniuses at the height of their powers all converge on one single perfect project.|  That moment when DeNiro realizes he has to go after Waingro. Hes not a romantic hero, hes a small-minded man of violence driven not by ideals or esoteric codes but by the basest of human urges. That moment when Pacino practically dances down the hospital stairs, gleefully fleeing his family for the sake of the chase, freed from the pretense of normalcy, from the obligation to care about anyone else.The tragedy and joy of learning that you cannot escape your fate, that you cannot be anything other than what you are.Other Mann films are more romantic: the heroes of Mohicans and Blackhat see everything around them destroyed and disappear into the wilderness, but together. Miami Vice fuses the romantic and the tragic: the lovers are kept apart, but by the nature of their world, not by choice.|"For me, the sun rises and sets with her, man." "Yeah?" "Yeah."OK."
Trainspotting|1996|94|4.20 out of 5|Drama, Crime|English|Danny Boyle|Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd, Robert Carlyle|Mark Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.|https://a.ltrbxd.com/resized/sm/upload/jq/84/k3/al/trainspotting-55-1200-1200-675-675-crop-000000.jpg?v=c019cea1ec|The Boy And The Heroin|ewan macgregor in a crop top saved cinema just saying|you know how you can smell certain movies? yeah, this one smells like cigarettes and feces.
Fargo|1996|98|4.21 out of 5|Crime, Drama, Thriller, Comedy|English|Joel Coen|Frances McDormand, William H. Macy, Steve Buscemi, Peter Stormare, Harve Presnell|Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but hes got a plan. Hes going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. Its going to be a snap and nobodys going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator wholl stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!|https://a.ltrbxd.com/resized/sm/upload/ww/kz/nd/19/fargo-1200-1200-675-675-crop-000000.jpg?v=683482948f|I want what Marge and Norm Gunderson have|"  i wanted to give this a 3.5 but i just read somewhere that when steve buscemi calls up william h. macy so they can finish the deal, he says "thirty minutes and well wrap this up" and fukin guess what at that moment there were exactly thirty minutes left before the movie ends. what the fuck kind of ridiculous attention to detail is that? i have no choice but to bump it up half a star now. the coen brothers can call me up right at this moment and ask for a million dollars and i wouldnt even ask for context. ill do it"|"The entire Fargo movie but everytime they say "Yeah", it gets faster."
L.A. Confidential|1997|138|4.07 out of 5|Mystery, Crime, Thriller|English|Curtis Hanson|Russell Crowe, Guy Pearce, Kevin Spacey, Kim Basinger, Danny DeVito|Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.|https://a.ltrbxd.com/resized/sm/upload/bj/6t/z9/km/la-confidential-1200-1200-675-675-crop-000000.jpg?v=8e2d5b1ada|when you think about it, its The Wizard of Oz! Bud gets a brain, Jack gets a heart, Ed gets the courage|Im glad they explained it all at the end, because I had no fucking idea what was going on.|a really good walkthrough of l.a. noire
Princess Mononoke|1997|134|4.37 out of 5|Adventure, Fantasy, Animation|Japanese|Hayao Miyazaki|Youji Matsuda, Yuriko Ishida, Yûko Tanaka, Kaoru Kobayashi, Masahiko Nishimura|Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.|https://a.ltrbxd.com/resized/sm/upload/xm/8h/pb/zl/princess-mononoke-1200-1200-675-675-crop-000000.jpg?v=f1534e069c|if i met a girl who was raised by wolves and hated me i would also do a bunch of stupid shit to impress her|thinking about the three dead plants sitting in my apartment rn|avatar (2009): who are you?princess mononoke (1997): I’m you, but with real thematic depth and thought-provoking nuanceedit: nvm Avatar (2009) also rules
Children of Heaven|1997|89|4.11 out of 5|Family, Drama|Persian (Farsi)|Majid Majidi|Amir Farrokh Hashemian, Bahare Seddiqi, Nafise Jafar-Mohammadi, Reza Naji, Fereshte Sarabandi|Zohres shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes, Alis. School awaits...|https://a.ltrbxd.com/resized/sm/upload/uw/ns/90/d0/childrenofheaven-1200-1200-675-675-crop-000000.jpg?v=637674e214|Children of Heaven is a heartwarming story about siblings love and determination that beautifully depicts the innocence and resilience of childhood throughout the harsh conditions of life.|Children of Heaven is the story of Ali, a boy who lost his little sisters shoes and doesnt have money to buy her a new pair. This movie reminded me a lot of Where Is the Friends Home?  and now Im 100% sure that the best movies about childhood can be found in iranian cinema, the way they portray kids experiencing guilt and the want and need of fixing their mistakes but being unable to is always heartbreaking. The idea of this movie is so simple, its a pair shoes after all but its told in such a compelling way that it becomes something bigger and more beautiful. The brotherhood the two main characters have is so sweet, you feel…|Part of the 30 countries festival. IranA beautiful and simple film from Iran, about the consequences in the lives of a young brother and sister when her only pair of shoes goes missing. The film could have spent much time having the children looking for the shoes, but instead it follows how they work their schedule around sharing the remaining pair of shoes they have. This arrangement leads to simple yet interesting stories that writer/director Majid Majidi explores with tenderness and charm.It is lovely to see the simplicity of the childrens daily lives, going to school, doing chores and making new friends. I am always wary of children in film, but Amir Farrokh Hashemian as Ali and Bahare…
Good Will Hunting|1997|127|4.30 out of 5|Drama|English|Gus Van Sant|Matt Damon, Robin Williams, Ben Affleck, Stellan Skarsgård, Minnie Driver|Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.|https://a.ltrbxd.com/resized/sm/upload/0q/uw/ja/m2/good-will-hunting-1200-1200-675-675-crop-000000.jpg?v=ba4618a10b|will never be able to wrap my head around the fact that matt damon and ben affleck wrote this screenplay they literally look like they have one brain cell between the two of them|Robin Williams: its not your-Me: *cries uncontrollably*|robin williams guiding white boys is my new favorite cinematic universe
Life Is Beautiful|1997|116|4.34 out of 5|Comedy, Drama|Italian|Roberto Benigni|Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini, Giustino Durano, Sergio Bini Bustric|A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.|https://a.ltrbxd.com/resized/sm/upload/is/1u/6g/5x/life-is-beautiful-1200-1200-675-675-crop-000000.jpg?v=cb1abdfd28|me, looking at the title of this movie immediately after watching it: so that was a fucking lie|Ill never forget the first time that I saw this film, as it was the first film Id ever seen to flat out wreck me emotionally, make me burst out into a fit of uncontrollable tears and lose complete command of my motor functions. The ending of the film, for me, is a flashbulb memory and always will be; as the sobs came spilling out and I, quite literally, fell off my bed and onto the floor, my (now deceased) father heard me wailing all the way from downstairs and came rushing up to my room, under the impression that something terrible might have happened. I can still, so vividly, recall the haste of my fathers footsteps -- their speed…|Buongiorno, Principessa!
The Big Lebowski|1998|117|4.13 out of 5|Crime, Comedy|English|Joel Coen|Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi, David Huddleston|"Jeffrey "The Dude" Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money."|https://a.ltrbxd.com/resized/sm/upload/9h/c4/sh/ks/big-1200-1200-675-675-crop-000000.jpg?v=7f19a9b023|they peed on his fucking rug man. it really tied the room together man|yeah... well... you know... that’s just like uh... your opinion man|Its taken me a long time to figure out why The Big Lebowski is such a cult movie and isnt more popular. The Coen Brothers have made some huge films, so why dont more people know this? Especially since this film stars Jeff Bridges, John Goodman, Steve Buscemi, Julianne Moore and others. Surely people would know this movie? Well. No.The simple reason I think this is a cult movie is because it is a character movie. A lot of people, mostly an audience not dedicated to loving film, go to a comedy movie for lots of gags. The Big Lebowski isnt funny because of its gags. It can be, but only once or twice. This film is funny because…
The Truman Show|1998|103|4.21 out of 5|Comedy, Drama|English|Peter Weir|Jim Carrey, Laura Linney, Noah Emmerich, Natascha McElhone, Holland Taylor|Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend is really an actor, paid to be part of his life.|https://a.ltrbxd.com/resized/sm/upload/z0/rf/dt/5l/truman-show-115-1200-1200-675-675-crop-000000.jpg?v=1047828fc6|if i lived in a town where everyone looked like a republican id wanna leave too|The most fun and lighthearted horror movie ever made|-The way that director Peter Weir stated he wanted to have cameras installed in every theater the film was shown in, having the projectionist at one point cut the power, cut to the viewers, and then cut back to the movie.—CAN 👀 YOU 👀 EVEN 👀 IMAGINE 👀“Good morning, and in case I dont see ya, good afternoon, good evening, and good night!”:’)))))
American History X|1998|119|4.12 out of 5|Drama|English|Tony Kaye|"Edward Norton, Edward Furlong, "Beverly DAngelo", Jennifer Lien, Ethan Suplee"|Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyards narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.|https://a.ltrbxd.com/resized/sm/upload/4v/x1/s1/6q/american-history-x-1200-1200-675-675-crop-000000.jpg?v=37682c2de8|hard to believe edward norton doesnt have a single oscar. once again i challenge the entire academy to meet me in the fucking pit|ive always been curious to watch this movie since a lot of channers love quoting it as their redpill, but im baffled that theres actually anyone who would take this as an antifascist text? this is literal, irredeemable nazi propaganda, straight up. i say w all due seriousness that i did not find a single relatable aspect in this movie whatsoever. as a black person am i supposed to sympathize w a literal neonazi who was locked up for killing black teenagers? with a korean man used for a reverse racism subplot? with black ppl being violently killed onscreen? the basketball scene was downright repulsive. so truly, why was this made? and for who? i love how white ppl get…|   Provocative filmmaking at its volatile best, American History X is a brutally honest, hard-hitting, thoroughly unsettling, fiercely violent & absolutely devastating but crucial look at the dangerously destructive nature of racism and tells the story of a former neo-nazi skinhead who tries to prevent his younger brother from going down the same wrong path he did years ago.Tony Kayes direction & David McKennas screenplay is mercilessly brutal & uncompromising with its content. Cinematography is sharp and deftly switches from present timeline to flashbacks. Editing expertly balances the two timelines and fiercely paces the plot. And Anne Dudleys music helps keep the intensity alive. However, the most impressive contribution comes from the strong, blistering & career-best performances from both Edward Norton & Edward Furlong.Beginning…
Saving Private Ryan|1998|169|4.23 out of 5|History, Drama, War|English|Steven Spielberg|Tom Hanks, Tom Sizemore, Edward Burns, Matt Damon, Barry Pepper|As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.|https://a.ltrbxd.com/resized/sm/upload/3d/c1/78/g4/saving-private-ryan-80-1200-1200-675-675-crop-000000.jpg?v=56e5b7c125|Watched at a Midas auto repair shop (it was playing on the TV at full volume)|absolutely lost my shit when Vin Diesel showed up|  I nearly smash my television every time I see Upham frozen and crying up on those stairs. PLEASEDOSOMETHING!!!!!!!!!!!!!!!!!!!!!!!!🏖🩸🚤😫💥🪖⛑️💉🙇‍♂️💥🔫🔭📿🙏⛪💥😳🗡🙇‍♂️🩸🌁
Lock, Stock and Two Smoking Barrels|1998|105|3.96 out of 5|Comedy, Crime|English|Guy Ritchie|Vinnie Jones, Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham|A card shark and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.|https://a.ltrbxd.com/resized/sm/upload/al/m4/5q/96/lock-stock-and-two-smoking-barrels-1200-1200-675-675-crop-000000.jpg?v=a293bf6d95|that final scene was more stressful than both the spongebob episode with the bus at night and the spongebob episode where they had to paint krabs house combined|Four likely lads get in over their loafs to the local kingpin babbling brook when they spy easy wonga to be made from a bit of a naomi on the ol bladders. And would you adam and eve it, the john is fixed, the ken loaded, so now theyre in loads of barney as theyve only got a bubble to produce the sausage or face an unscheduled meeting and end up brown. Its a tufnell right from the scapa!|By what we read on the synopsis, I was expecting something more dark and serious and not something so brilliantly funny and entertaining! Lock, Stock and Two Smoking Barrels is the perfect blend of crime and humour.I think every single performance was great, the characters are extremely funny and despite the fact that they are all a bunch of criminals and swindlers they are all very likable.Visually different, with a great camerawork. The dialogues are excellent, the plot is amazing and the ending is absolutely fantastic, it couldnt be a better end for this story!Guy Ritchie did a terrific job directing this film! And its a gangsters flick! How could I not like a good gangsters flick!?If you are like me and you did not watch this until now, you dont know what you are missing. Please, watch this right now!
The Matrix|1999|136|4.16 out of 5|Science Fiction, Action|English|Lilly Wachowski, Lana Wachowski|Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster|Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.|https://a.ltrbxd.com/resized/sm/upload/o3/er/ey/ie/matrix-1200-1200-675-675-crop-000000.jpg?v=eea86a2195|   When he jumps out to save Morpheus who isn’t gonna make it, and catches him then they reveal the chain he’s attached to, then the helicopter’s fuselage is shot, then trinity has to land them on the rooftop, then Neo rolls to a stop and realizes the woman he loves is stuck on the crashing helicopter and immediately shores up his strength on the cable, then trinity holds the cable and shoots its bearings, then jumps and the helicopter hits the building and ripples with a special effect you’ve never seen before and she comes crashing into the film plane and breaks the glass, then the music rises and he iconically pulls up the cable and Morpheus walks up behind…|i can also do a backflip|  neo being woken up by a kiss officially makes him a disney princess, right?
The Iron Giant|1999|86|4.24 out of 5|Science Fiction, Animation, Family, Adventure|English|Brad Bird|Vin Diesel, Eli Marienthal, Jennifer Aniston, Harry Connick Jr., James Gammon|In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.|https://a.ltrbxd.com/resized/sm/upload/xq/b9/aq/52/the-iron-giant-1200-1200-675-675-crop-000000.jpg?v=1263519a7f|"me? crying over a hunk of metal saying "superman"? no way"|"Watched it with my 6-year old. Movie ends. Total silence. He whispers, "That was awesome."|Nothing but respect for MY iron man.
The Sixth Sense|1999|107|4.02 out of 5|Thriller, Mystery, Horror, Drama|English|M. Night Shyamalan|Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams, Trevor Morgan|Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.|https://a.ltrbxd.com/resized/sm/upload/bn/hc/0u/en/sixthsense-1200-1200-675-675-crop-000000.jpg?v=96b2ba2a1e|  me: knows that malcolm is deadmalcolm: is deadme: white_guy_blinking.gif|Its easy to make this film be about the twist.Or the fact that there are so many cleverly hidden clues.Lets not talk about that. Lets talk about the fact that this is one of the most beautifully constructed and deftly told ghost stories ever made.I am convinced that Shyamalan is more a storyteller than a director. With this film, which basically put him on the map, he shows that he knows, loves and understands storytelling. It is a shame that along the way, with his later efforts, he seems to have convinced himself that he is a great director as well. It seems that the bigger the budget, the more apparent his flaws become.This is absolutely…|Toni Collette has some fucked up kids
American Beauty|1999|122|3.96 out of 5|Drama|English|Sam Mendes|Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari|Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughters attractive friend.|https://a.ltrbxd.com/resized/sm/upload/a6/ai/h6/f7/american-beauty-1200-1200-675-675-crop-000000.jpg?v=a0ad00c26e|"imagine going over to rickys house for a dime bag and hes just sitting there watching a video he recorded of a dead cat in a dumpster or something and he senses your presence and says "i watch this every day at exactly 3:41pm. it reminds me that im not alone in the world" and then he starts crying and youre just like "ricky... the weed"|u can tell a man wrote this|  the best part of this movie is when kevin spacey gets shot in the head
Fight Club|1999|139|4.27 out of 5|Drama|English|David Fincher|Edward Norton, Brad Pitt, Helena Bonham Carter, Meat Loaf, Jared Leto|"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground "fight clubs" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion."|https://a.ltrbxd.com/resized/sm/upload/b0/iz/eb/dq/fight-club-1200-1200-675-675-crop-000000.jpg?v=1e6ef6695e|first watch: fight club is the best movie ever madesecond watch: fight club is a deep commentary on the dangers of consumerismthird watch: fight club is a disgusting cesspool of toxic masculinity and it’s not as deep as its fanboys think it isfourth watch: fight club is a critique of toxic masculinity and it’s deeper than its fanboys think it isfifth watch: fight club is the best satirical gay romcom ever made|i love fight club but i hate people who love fight club|fellas it IS gay
The Green Mile|1999|189|4.22 out of 5|Drama, Crime, Fantasy|English|Frank Darabont|Tom Hanks, Michael Clarke Duncan, David Morse, Bonnie Hunt, Michael Jeter|A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal peoples ailments. When the cell blocks head guard, Paul Edgecomb, recognizes Coffeys miraculous gift, he tries desperately to help stave off the condemned mans execution.|https://a.ltrbxd.com/resized/sm/upload/1x/yu/fy/j3/the-green-mile-1200-1200-675-675-crop-000000.jpg?v=e7219bc4be|the movie is literally centred around murderers and yet i still hate percy more than any other character ever|tom hanks 2nd best performance after his work in carly rae jepsens i really like you music video|mr jingles snubbed for best supporting actor
Gladiator|2000|155|4.10 out of 5|Action, Adventure, Drama|English|Ridley Scott|Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris|In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman armys most capable and trusted generals and a key advisor to the emperor.  As Marcus devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.|https://a.ltrbxd.com/resized/sm/upload/mz/f2/14/6l/gladiator-1200-1200-675-675-crop-000000.jpg?v=8c7e0ad2bc|THIS IS SPAR.... oh shit sorry, wrong movie|ARE YOU NOT ENTERTAINED???Actually I am very entertained, but thank you for asking, Mr. Crowe. I really appreciate your concern.|NO UNNECESSARY SEX SCENE 🤩📈Read my Dune: Part Two Review
Requiem for a Dream|2000|102|4.10 out of 5|Drama, Crime|English|Darren Aronofsky|Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans, Christopher McDonald|The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.|https://a.ltrbxd.com/resized/sm/upload/of/my/rd/rm/requiem-for-a-dream-1200-1200-675-675-crop-000000.jpg?v=51acb548d5|This is a horror movie|my choices tonight were between this and My Neighbor Totoro|"I never want to hear the phrase, "Ass to Ass" ever again in my entire life."
Amores Perros|2000|154|4.15 out of 5|Thriller, Drama|Spanish|Alejandro González Iñárritu|Emilio Echevarría, Gael García Bernal, Vanessa Bauche, Goya Toledo, Álvaro Guerrero|A fatalistic car crash in Mexico City sets off a chain of events in the lives of three persons: a young man aching to run off with his sister-in-law, a supermodel, and a homeless man. Their lives are catapulted into unforeseen circumstances instigated by the seemingly inconsequential destiny of a dog.|https://a.ltrbxd.com/resized/sm/upload/c8/73/s2/zd/amores-1200-1200-675-675-crop-000000.jpg?v=414fdc6946|gael garcía bernal owns my soul|   There is a reason I will never watch Marley and Me and it is not Owen Wilson. It is because I refuse to subject myself to dogs dying, I know exactly how that film is going to end and I will have no part in it. The tricky buggers behind this film werent so see-through, making a film that not only portrays cruelty and despair of human life, but reflected through canine life too. As soon as no dogs were harmed during the making of this film appeared in the opening credits, I knew I was in trouble. It is hard to believe no dogs were harmed during the making of this film because everything looked horribly real. Dogs are…|Part one: “Wow, this is pretty great”Part two: “Wow, this is really okay”Part three: “Wow, part one was really good, huh?”This makes me so mad that Crash won best picture
Snatch|2000|103|4.01 out of 5|Comedy, Crime|English|Guy Ritchie|Brad Pitt, Jason Statham, Alan Ford, Stephen Graham, Dennis Farina|The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster.|https://a.ltrbxd.com/resized/sm/upload/6t/20/ji/66/snatch-1200-1200-675-675-crop-000000.jpg?v=7c36d37511|the role of mickey o’neil: boozy irish boxer may have been literally written for brad pitt, but it was figuratively, spiritually, and ideologically written for colin farrell|which accent didnt you understand the most... ewan mcgregor in trainspotting or brad pitt in snatch? before you choose, bear in mind that at one point brad pitt was talking and netflix was like SPEAKING INDISTINCTLY|"I tried, but I cant write a real review of this movie because its too fucking awesome. If you havent seen it, you need to step your game up.This Snatch drinking game will get you fucked up (I do this all the time, its amazing)Take a sip every time you cant understand something Mickey (Brad Pitt) just said.Take a shot every time you CAN understand something Mickey (Brad Pitt) just said.Take a sip every time you see a pig or the word "pig" is uttered.Take a sip every time the film reveals an awesome character name.Take a shot every time the dog squeaks.Take a shot every time Avi (the American guy) takes a…"
Memento|2000|113|4.17 out of 5|Mystery, Thriller|English|Christopher Nolan|Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior, Russ Fega|Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wifes killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where hes going, or why.|https://a.ltrbxd.com/resized/sm/upload/za/7s/m0/sh/memento-1200-1200-675-675-crop-000000.jpg?v=d37b27369d|this is what finding dory should have been|i love not knowing what the fuck is going on|christopher nolan: its a testme: giving him the finger test this, you fucking quack
Amélie|2001|122|4.16 out of 5|Romance, Comedy|French|Jean-Pierre Jeunet|Audrey Tautou, Mathieu Kassovitz, Rufus, Lorella Cravotta, Serge Merlin|At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?|https://a.ltrbxd.com/resized/sm/upload/jx/r6/ll/jj/amelie-75-1200-1200-675-675-crop-000000.jpg?v=771763b160|the movie equivalent of being hugged|she fucking looks like willy wonka|someone: hello-me: on september 3, 1973, a blue fly capable of flapping 70 beats a minute landed on st. vincent street in montmartre. at that moment, on a restaurant terrace nearby, the wind magically made two glasses dance unseen on a tablecloth. meanwhile,the someone: wait, how did you get that accordion?
Spirited Away|2001|125|4.45 out of 5|Family, Fantasy, Animation|Japanese|Hayao Miyazaki|Rumi Hiiragi, Miyu Irino, Mari Natsuki, Takashi Naito, Yasuko Sawaguchi|A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.|https://a.ltrbxd.com/resized/sm/upload/s7/yb/jv/eq/spirited-away-1200-1200-675-675-crop-000000.jpg?v=d89d148596|I got lost in a department store when I was 5 and it felt a lot like this|no disrespect to totoro but what planet was i on when i said that was the best ghibli film|I mean, probably the best movie ever made?
Monsters, Inc.|2001|92|4.07 out of 5|Comedy, Animation, Family|English|Pete Docter|John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn|James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though theyre more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.|https://a.ltrbxd.com/resized/sm/upload/jw/dc/ub/ig/monsters-inc-1200-1200-675-675-crop-000000.jpg?v=dd1a6b4966|door city over here|the monsters inc warehouse closet door chase scene > the inception hotel corridor fight scene|mike: i remember the first time i laid eye on youme everytime i watch: wow that was a good line, clever
The Lord of the Rings: The Fellowship of the Ring|2001|179|4.36 out of 5|Fantasy, Adventure, Action|English|Peter Jackson|Elijah Wood, Ian McKellen, Viggo Mortensen, Sean Astin, Sean Bean|Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.|https://a.ltrbxd.com/resized/sm/upload/3x/7b/zs/bg/lotr-fellowship-100-1200-1200-675-675-crop-000000.jpg?v=b5411cc8ac|I 😭 would 😭 have 😭 followed 😭 you 😭 my 😭 brother 😭 my 😭 captain 😭 my 😭 king 😭|anyone: *says anything remotely bad about aragorn*legolas: *KILL BILL SIRENS* are you the rightful heir of isildur? didn’t think so! check yourself bitch|whats better than this, guys bein dudes
A Beautiful Mind|2001|135|3.82 out of 5|Drama, Romance|English|Ron Howard|Russell Crowe, Jennifer Connelly, Ed Harris, Paul Bettany, Christopher Plummer|John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.|https://a.ltrbxd.com/resized/sm/upload/bj/pj/pv/5a/beautifulmind-1200-1200-675-675-crop-000000.jpg?v=f4f92ad8ec|ugh, his mind|  I guess you could say Paul Bettany wasa vision|Here’s an equation for ya:male gaze + runtime exceeding 2 hours + slightly brown tinted colour grading = Academy Award for Best Picture, 2001
City of God|2002|130|4.52 out of 5|Drama, Crime|Portuguese|Fernando Meirelles|Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Seu Jorge, Jonathan Haagensen|Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes...|https://a.ltrbxd.com/resized/sm/upload/pn/lo/pe/jr/city-of-god-1200-1200-675-675-crop-000000.jpg?v=b03d621f8a|someone get that chicken an Oscar|  just gonna live life to the fullest because benny didnt get a chance to|One of the best films of the 21st century, City of God (Cidade de Deus) paints a disturbing portrait of life in the slums of Rio de Janeiro and covers the birth & flourishing world of gangsters, gang wars & drug deals spanning over 3 decades from 1960s to 1980s, all meticulously captured through the eyes of a young photographer who continuously finds himself in the middle of this milieu despite never wanting any part of it.There are several relevant characters introduced throughout the story and yet, it ingeniously follows the journey of every single one of them. The direction is as honest as it is ruthless, the script is uncompromising with its content, cinematography is raw, evocative & stylish, editing is…
